Code,CARRIER,MONTH,DAY_OF_WEEK,NUMBER_OF_FLIGHTS,DISTANCE,AIR_TIME,DEP_DELAY,ARR_DELAY,TAXI_IN,TAXI_OUT
HA,Hawaiian Airlines Inc.,12,2,793,628.0,84.0,1.0,1.0,7.0,11.0
HA,Hawaiian Airlines Inc.,12,3,819,665.0,89.0,8.0,8.0,7.0,12.0
HA,Hawaiian Airlines Inc.,12,4,1016,623.0,85.0,4.0,6.0,7.0,11.0
HA,Hawaiian Airlines Inc.,12,5,1080,650.0,88.0,4.0,6.0,7.0,12.0
HA,Hawaiian Airlines Inc.,12,6,988,649.0,89.0,5.0,7.0,7.0,11.0
HA,Hawaiian Airlines Inc.,12,7,815,655.0,89.0,2.0,4.0,7.0,11.0
NK,Spirit Air Lines,1,1,1409,999.0,135.0,12.0,11.0,10.0,15.0
NK,Spirit Air Lines,1,2,1386,1003.0,136.0,12.0,11.0,9.0,14.0
NK,Spirit Air Lines,1,3,1411,996.0,135.0,9.0,8.0,9.0,15.0
NK,Spirit Air Lines,1,4,1409,1000.0,136.0,8.0,7.0,9.0,15.0
NK,Spirit Air Lines,1,5,1748,999.0,135.0,22.0,22.0,10.0,15.0
NK,Spirit Air Lines,1,6,1650,999.0,134.0,16.0,14.0,9.0,14.0
NK,Spirit Air Lines,1,7,1716,1004.0,135.0,18.0,17.0,9.0,15.0
NK,Spirit Air Lines,2,1,1717,996.0,134.0,17.0,16.0,9.0,15.0
NK,Spirit Air Lines,2,2,1335,995.0,135.0,28.0,28.0,9.0,15.0
NK,Spirit Air Lines,2,3,1333,995.0,135.0,33.0,33.0,9.0,16.0
NK,Spirit Air Lines,2,4,1379,994.0,134.0,27.0,27.0,10.0,15.0
NK,Spirit Air Lines,2,5,1376,993.0,134.0,20.0,18.0,9.0,14.0
NK,Spirit Air Lines,2,6,1404,989.0,133.0,13.0,8.0,9.0,13.0
NK,Spirit Air Lines,2,7,1394,997.0,134.0,11.0,7.0,9.0,14.0
NK,Spirit Air Lines,3,1,1439,993.0,133.0,13.0,11.0,9.0,14.0
NK,Spirit Air Lines,3,2,1747,993.0,134.0,21.0,19.0,9.0,15.0
NK,Spirit Air Lines,3,3,1754,997.0,134.0,21.0,19.0,9.0,15.0
NK,Spirit Air Lines,3,4,1780,993.0,135.0,24.0,25.0,10.0,16.0
NK,Spirit Air Lines,3,5,1455,993.0,134.0,22.0,20.0,9.0,16.0
NK,Spirit Air Lines,3,6,1433,994.0,133.0,18.0,16.0,9.0,15.0
NK,Spirit Air Lines,3,7,1444,991.0,133.0,11.0,8.0,9.0,14.0
NK,Spirit Air Lines,4,1,1472,975.0,130.0,11.0,8.0,10.0,14.0
NK,Spirit Air Lines,4,2,1475,977.0,131.0,7.0,4.0,9.0,14.0
NK,Spirit Air Lines,4,3,1491,977.0,131.0,9.0,7.0,10.0,14.0
NK,Spirit Air Lines,4,4,1479,974.0,131.0,11.0,9.0,9.0,14.0
NK,Spirit Air Lines,4,5,1854,975.0,132.0,16.0,15.0,10.0,15.0
NK,Spirit Air Lines,4,6,1825,969.0,130.0,15.0,11.0,10.0,14.0
NK,Spirit Air Lines,4,7,1470,978.0,130.0,13.0,9.0,10.0,14.0
NK,Spirit Air Lines,5,1,1910,965.0,130.0,11.0,7.0,9.0,15.0
NK,Spirit Air Lines,5,2,1884,966.0,130.0,11.0,8.0,10.0,15.0
NK,Spirit Air Lines,5,3,1525,960.0,129.0,10.0,8.0,10.0,15.0
NK,Spirit Air Lines,5,4,1531,967.0,130.0,8.0,6.0,10.0,15.0
NK,Spirit Air Lines,5,5,1517,963.0,129.0,12.0,9.0,9.0,15.0
NK,Spirit Air Lines,5,6,1535,960.0,128.0,7.0,1.0,9.0,13.0
NK,Spirit Air Lines,5,7,1912,968.0,130.0,13.0,9.0,10.0,14.0
NK,Spirit Air Lines,6,1,1522,965.0,128.0,8.0,5.0,9.0,15.0
NK,Spirit Air Lines,6,2,1493,964.0,129.0,15.0,13.0,10.0,15.0
NK,Spirit Air Lines,6,3,1904,960.0,128.0,9.0,6.0,9.0,15.0
NK,Spirit Air Lines,6,4,1849,967.0,129.0,15.0,14.0,9.0,17.0
NK,Spirit Air Lines,6,5,1537,963.0,129.0,14.0,12.0,10.0,16.0
NK,Spirit Air Lines,6,6,1506,961.0,127.0,9.0,5.0,9.0,15.0
NK,Spirit Air Lines,6,7,1503,964.0,128.0,10.0,6.0,10.0,15.0
NK,Spirit Air Lines,7,1,1513,966.0,128.0,13.0,9.0,10.0,15.0
NK,Spirit Air Lines,7,2,1503,966.0,128.0,12.0,8.0,10.0,16.0
NK,Spirit Air Lines,7,3,1527,958.0,127.0,21.0,19.0,10.0,16.0
NK,Spirit Air Lines,7,4,1492,968.0,129.0,19.0,17.0,10.0,16.0
NK,Spirit Air Lines,7,5,1886,970.0,129.0,18.0,15.0,10.0,16.0
NK,Spirit Air Lines,7,6,1886,959.0,127.0,13.0,9.0,10.0,15.0
NK,Spirit Air Lines,7,7,1903,967.0,128.0,9.0,4.0,9.0,15.0
NK,Spirit Air Lines,8,1,1906,965.0,128.0,17.0,13.0,10.0,15.0
NK,Spirit Air Lines,8,2,1902,966.0,128.0,15.0,11.0,9.0,15.0
NK,Spirit Air Lines,8,3,1920,959.0,128.0,16.0,13.0,10.0,15.0
NK,Spirit Air Lines,8,4,1526,968.0,129.0,20.0,18.0,10.0,16.0
NK,Spirit Air Lines,8,5,1510,959.0,127.0,21.0,18.0,10.0,16.0
NK,Spirit Air Lines,8,6,1494,957.0,127.0,22.0,17.0,9.0,15.0
NK,Spirit Air Lines,8,7,1522,969.0,129.0,14.0,10.0,9.0,15.0
NK,Spirit Air Lines,9,1,1508,968.0,129.0,4.0,1.0,9.0,15.0
NK,Spirit Air Lines,9,2,1414,985.0,132.0,1.0,-4.0,9.0,14.0
NK,Spirit Air Lines,9,3,1405,982.0,131.0,5.0,2.0,9.0,15.0
NK,Spirit Air Lines,9,4,1877,973.0,130.0,6.0,3.0,9.0,15.0
NK,Spirit Air Lines,9,5,1876,969.0,130.0,4.0,0.0,9.0,15.0
NK,Spirit Air Lines,9,6,1504,969.0,129.0,2.0,-4.0,9.0,13.0
NK,Spirit Air Lines,9,7,1505,971.0,129.0,10.0,6.0,10.0,15.0
NK,Spirit Air Lines,10,1,1898,971.0,130.0,4.0,0.0,9.0,15.0
NK,Spirit Air Lines,10,2,1388,993.0,133.0,-1.0,-6.0,9.0,14.0
NK,Spirit Air Lines,10,3,1380,989.0,133.0,2.0,-2.0,9.0,15.0
NK,Spirit Air Lines,10,4,1410,975.0,131.0,8.0,6.0,9.0,15.0
NK,Spirit Air Lines,10,5,1407,986.0,132.0,11.0,8.0,9.0,15.0
NK,Spirit Air Lines,10,6,1838,978.0,130.0,5.0,-2.0,9.0,13.0
NK,Spirit Air Lines,10,7,1871,973.0,130.0,9.0,5.0,9.0,14.0
NK,Spirit Air Lines,11,1,1568,989.0,133.0,7.0,4.0,9.0,14.0
NK,Spirit Air Lines,11,2,1879,994.0,134.0,5.0,0.0,9.0,14.0
NK,Spirit Air Lines,11,3,1876,989.0,133.0,5.0,2.0,9.0,14.0
NK,Spirit Air Lines,11,4,1544,987.0,132.0,0.0,-5.0,9.0,14.0
NK,Spirit Air Lines,11,5,1570,989.0,132.0,3.0,-2.0,9.0,14.0
NK,Spirit Air Lines,11,6,1561,988.0,132.0,-1.0,-7.0,9.0,13.0
NK,Spirit Air Lines,11,7,1564,991.0,133.0,6.0,2.0,9.0,14.0
NK,Spirit Air Lines,12,1,1560,996.0,136.0,21.0,20.0,9.0,15.0
NK,Spirit Air Lines,12,2,1577,998.0,136.0,10.0,8.0,9.0,15.0
NK,Spirit Air Lines,12,3,1588,998.0,135.0,8.0,5.0,9.0,15.0
NK,Spirit Air Lines,12,4,1986,1001.0,137.0,13.0,12.0,9.0,15.0
NK,Spirit Air Lines,12,5,1977,997.0,135.0,11.0,9.0,9.0,15.0
NK,Spirit Air Lines,12,6,1930,998.0,135.0,13.0,10.0,9.0,15.0
NK,Spirit Air Lines,12,7,1507,1002.0,136.0,22.0,20.0,9.0,16.0
OO,SkyWest Airlines Inc.,1,1,6374,508.0,77.0,12.0,10.0,7.0,21.0
OO,SkyWest Airlines Inc.,1,2,6088,503.0,76.0,9.0,6.0,7.0,20.0
OO,SkyWest Airlines Inc.,1,3,6137,503.0,76.0,9.0,7.0,7.0,21.0
OO,SkyWest Airlines Inc.,1,4,6319,508.0,77.0,6.0,4.0,7.0,21.0
OO,SkyWest Airlines Inc.,1,5,7621,509.0,77.0,11.0,9.0,7.0,21.0
OO,SkyWest Airlines Inc.,1,6,6486,523.0,79.0,8.0,4.0,7.0,19.0
OO,SkyWest Airlines Inc.,1,7,7416,517.0,78.0,13.0,11.0,7.0,21.0
OO,SkyWest Airlines Inc.,2,1,8003,499.0,76.0,6.0,4.0,7.0,20.0
OO,SkyWest Airlines Inc.,2,2,6172,501.0,76.0,10.0,8.0,7.0,20.0
OO,SkyWest Airlines Inc.,2,3,6204,503.0,77.0,6.0,2.0,7.0,19.0
OO,SkyWest Airlines Inc.,2,4,6576,500.0,76.0,7.0,4.0,7.0,19.0
OO,SkyWest Airlines Inc.,2,5,6577,502.0,76.0,10.0,6.0,7.0,19.0
OO,SkyWest Airlines Inc.,2,6,5034,517.0,78.0,4.0,-1.0,7.0,17.0
OO,SkyWest Airlines Inc.,2,7,5827,506.0,77.0,4.0,-1.0,7.0,19.0
OO,SkyWest Airlines Inc.,3,1,6877,501.0,76.0,10.0,8.0,7.0,19.0
OO,SkyWest Airlines Inc.,3,2,8079,496.0,76.0,6.0,4.0,6.0,18.0
OO,SkyWest Airlines Inc.,3,3,8033,498.0,77.0,7.0,6.0,7.0,19.0
OO,SkyWest Airlines Inc.,3,4,8452,503.0,77.0,12.0,12.0,7.0,19.0
OO,SkyWest Airlines Inc.,3,5,6795,502.0,76.0,11.0,9.0,7.0,19.0
OO,SkyWest Airlines Inc.,3,6,5797,536.0,80.0,8.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,3,7,6621,510.0,77.0,9.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,4,1,6800,493.0,75.0,3.0,-0.0,7.0,18.0
OO,SkyWest Airlines Inc.,4,2,6806,490.0,75.0,4.0,0.0,6.0,18.0
OO,SkyWest Airlines Inc.,4,3,6803,488.0,75.0,2.0,-2.0,6.0,17.0
OO,SkyWest Airlines Inc.,4,4,6978,497.0,76.0,4.0,0.0,6.0,18.0
OO,SkyWest Airlines Inc.,4,5,8501,496.0,76.0,6.0,3.0,7.0,18.0
OO,SkyWest Airlines Inc.,4,6,6806,509.0,77.0,4.0,-0.0,7.0,18.0
OO,SkyWest Airlines Inc.,4,7,6641,502.0,76.0,5.0,2.0,6.0,18.0
OO,SkyWest Airlines Inc.,5,1,8550,499.0,76.0,6.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,5,2,8531,497.0,76.0,4.0,0.0,7.0,18.0
OO,SkyWest Airlines Inc.,5,3,6800,497.0,76.0,4.0,1.0,7.0,18.0
OO,SkyWest Airlines Inc.,5,4,6848,498.0,76.0,8.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,5,5,6862,499.0,76.0,8.0,5.0,7.0,18.0
OO,SkyWest Airlines Inc.,5,6,5265,519.0,78.0,4.0,-1.0,7.0,17.0
OO,SkyWest Airlines Inc.,5,7,7941,505.0,77.0,4.0,0.0,7.0,17.0
OO,SkyWest Airlines Inc.,6,1,7165,486.0,74.0,8.0,5.0,7.0,18.0
OO,SkyWest Airlines Inc.,6,2,7072,487.0,74.0,7.0,4.0,7.0,18.0
OO,SkyWest Airlines Inc.,6,3,8788,490.0,75.0,6.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,6,4,8943,486.0,74.0,7.0,4.0,7.0,18.0
OO,SkyWest Airlines Inc.,6,5,7224,488.0,74.0,5.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,6,6,6041,514.0,77.0,5.0,0.0,7.0,17.0
OO,SkyWest Airlines Inc.,6,7,7022,497.0,75.0,6.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,7,1,6892,491.0,74.0,9.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,7,2,7347,489.0,74.0,7.0,3.0,7.0,18.0
OO,SkyWest Airlines Inc.,7,3,7282,490.0,74.0,8.0,5.0,7.0,19.0
OO,SkyWest Airlines Inc.,7,4,7283,491.0,74.0,10.0,7.0,7.0,19.0
OO,SkyWest Airlines Inc.,7,5,9166,491.0,74.0,9.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,7,6,7726,527.0,78.0,6.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,7,7,8581,513.0,77.0,8.0,4.0,7.0,18.0
OO,SkyWest Airlines Inc.,8,1,9026,490.0,74.0,11.0,7.0,7.0,18.0
OO,SkyWest Airlines Inc.,8,2,8838,492.0,74.0,7.0,3.0,7.0,19.0
OO,SkyWest Airlines Inc.,8,3,8917,491.0,74.0,6.0,2.0,7.0,18.0
OO,SkyWest Airlines Inc.,8,4,7246,491.0,75.0,10.0,8.0,7.0,19.0
OO,SkyWest Airlines Inc.,8,5,7190,491.0,75.0,11.0,8.0,7.0,19.0
OO,SkyWest Airlines Inc.,8,6,5834,516.0,77.0,6.0,3.0,7.0,18.0
OO,SkyWest Airlines Inc.,8,7,6970,505.0,76.0,10.0,6.0,7.0,18.0
OO,SkyWest Airlines Inc.,9,1,6868,486.0,73.0,1.0,-4.0,7.0,18.0
OO,SkyWest Airlines Inc.,9,2,6671,484.0,74.0,3.0,-0.0,7.0,18.0
OO,SkyWest Airlines Inc.,9,3,6654,484.0,74.0,4.0,1.0,7.0,19.0
OO,SkyWest Airlines Inc.,9,4,8559,486.0,74.0,5.0,1.0,7.0,18.0
OO,SkyWest Airlines Inc.,9,5,8631,485.0,74.0,2.0,-1.0,7.0,18.0
OO,SkyWest Airlines Inc.,9,6,4983,487.0,74.0,1.0,-4.0,7.0,17.0
OO,SkyWest Airlines Inc.,9,7,6301,488.0,74.0,1.0,-3.0,7.0,18.0
OO,SkyWest Airlines Inc.,10,1,8460,494.0,75.0,5.0,2.0,7.0,19.0
OO,SkyWest Airlines Inc.,10,2,6687,488.0,74.0,6.0,3.0,7.0,19.0
OO,SkyWest Airlines Inc.,10,3,6883,492.0,75.0,3.0,0.0,7.0,19.0
OO,SkyWest Airlines Inc.,10,4,6938,496.0,76.0,3.0,1.0,7.0,19.0
OO,SkyWest Airlines Inc.,10,5,6877,495.0,75.0,7.0,4.0,7.0,19.0
OO,SkyWest Airlines Inc.,10,6,6351,494.0,75.0,1.0,-4.0,7.0,18.0
OO,SkyWest Airlines Inc.,10,7,8215,498.0,76.0,7.0,4.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,1,6485,499.0,76.0,11.0,6.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,2,8057,496.0,76.0,4.0,-1.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,3,8305,500.0,76.0,3.0,-1.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,4,5811,501.0,76.0,7.0,3.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,5,6169,499.0,76.0,5.0,0.0,7.0,19.0
OO,SkyWest Airlines Inc.,11,6,5517,501.0,76.0,5.0,-0.0,7.0,18.0
OO,SkyWest Airlines Inc.,11,7,6468,503.0,77.0,9.0,4.0,7.0,19.0
OO,SkyWest Airlines Inc.,12,1,6503,503.0,78.0,22.0,20.0,7.0,21.0
OO,SkyWest Airlines Inc.,12,2,6539,499.0,77.0,12.0,9.0,7.0,20.0
OO,SkyWest Airlines Inc.,12,3,6540,499.0,77.0,11.0,8.0,7.0,21.0
OO,SkyWest Airlines Inc.,12,4,8132,502.0,77.0,15.0,13.0,7.0,21.0
OO,SkyWest Airlines Inc.,12,5,8149,505.0,78.0,18.0,18.0,8.0,23.0
OO,SkyWest Airlines Inc.,12,6,6304,516.0,79.0,19.0,17.0,8.0,21.0
OO,SkyWest Airlines Inc.,12,7,5348,519.0,80.0,29.0,29.0,8.0,23.0
UA,United Air Lines Inc.,1,1,5412,1232.0,160.0,15.0,3.0,9.0,17.0
UA,United Air Lines Inc.,1,2,4988,1212.0,159.0,11.0,-2.0,8.0,17.0
UA,United Air Lines Inc.,1,3,5050,1210.0,159.0,8.0,-4.0,8.0,17.0
UA,United Air Lines Inc.,1,4,5541,1205.0,158.0,5.0,-7.0,8.0,17.0
UA,United Air Lines Inc.,1,5,6596,1230.0,161.0,11.0,0.0,9.0,17.0
UA,United Air Lines Inc.,1,6,4896,1303.0,169.0,6.0,-8.0,8.0,15.0
UA,United Air Lines Inc.,1,7,5886,1241.0,161.0,8.0,-4.0,8.0,17.0
UA,United Air Lines Inc.,2,1,7042,1205.0,158.0,9.0,-3.0,8.0,18.0
UA,United Air Lines Inc.,2,2,5329,1211.0,159.0,10.0,-1.0,8.0,18.0
UA,United Air Lines Inc.,2,3,5384,1207.0,159.0,11.0,-0.0,8.0,18.0
UA,United Air Lines Inc.,2,4,5868,1203.0,157.0,6.0,-7.0,8.0,17.0
UA,United Air Lines Inc.,2,5,5753,1212.0,158.0,13.0,0.0,8.0,17.0
UA,United Air Lines Inc.,2,6,4070,1305.0,169.0,4.0,-11.0,8.0,15.0
UA,United Air Lines Inc.,2,7,5091,1231.0,160.0,8.0,-5.0,8.0,15.0
UA,United Air Lines Inc.,3,1,6095,1241.0,162.0,12.0,1.0,8.0,17.0
UA,United Air Lines Inc.,3,2,6956,1233.0,162.0,8.0,-3.0,8.0,16.0
UA,United Air Lines Inc.,3,3,6892,1238.0,163.0,10.0,1.0,8.0,17.0
UA,United Air Lines Inc.,3,4,7625,1243.0,164.0,16.0,9.0,8.0,18.0
UA,United Air Lines Inc.,3,5,5854,1265.0,165.0,15.0,6.0,8.0,17.0
UA,United Air Lines Inc.,3,6,4678,1336.0,173.0,12.0,1.0,8.0,16.0
UA,United Air Lines Inc.,3,7,5590,1270.0,165.0,9.0,-2.0,8.0,16.0
UA,United Air Lines Inc.,4,1,5990,1226.0,160.0,11.0,-1.0,8.0,16.0
UA,United Air Lines Inc.,4,2,5882,1209.0,159.0,6.0,-4.0,8.0,17.0
UA,United Air Lines Inc.,4,3,5981,1216.0,159.0,4.0,-7.0,8.0,16.0
UA,United Air Lines Inc.,4,4,6183,1217.0,159.0,9.0,-2.0,8.0,17.0
UA,United Air Lines Inc.,4,5,7538,1228.0,161.0,10.0,1.0,8.0,18.0
UA,United Air Lines Inc.,4,6,5453,1314.0,169.0,10.0,-2.0,8.0,16.0
UA,United Air Lines Inc.,4,7,5523,1256.0,163.0,9.0,-2.0,8.0,16.0
UA,United Air Lines Inc.,5,1,7723,1221.0,160.0,7.0,-3.0,8.0,17.0
UA,United Air Lines Inc.,5,2,7698,1212.0,159.0,8.0,-1.0,8.0,17.0
UA,United Air Lines Inc.,5,3,6130,1217.0,159.0,10.0,-0.0,8.0,17.0
UA,United Air Lines Inc.,5,4,6250,1218.0,160.0,12.0,4.0,8.0,19.0
UA,United Air Lines Inc.,5,5,6112,1222.0,159.0,16.0,7.0,9.0,18.0
UA,United Air Lines Inc.,5,6,4687,1301.0,168.0,9.0,-3.0,8.0,15.0
UA,United Air Lines Inc.,5,7,6895,1262.0,164.0,8.0,-4.0,8.0,16.0
UA,United Air Lines Inc.,6,1,6335,1246.0,161.0,11.0,2.0,9.0,18.0
UA,United Air Lines Inc.,6,2,6252,1246.0,162.0,19.0,12.0,9.0,19.0
UA,United Air Lines Inc.,6,3,7824,1240.0,160.0,13.0,4.0,9.0,18.0
UA,United Air Lines Inc.,6,4,7856,1249.0,162.0,18.0,11.0,9.0,19.0
UA,United Air Lines Inc.,6,5,6267,1247.0,161.0,12.0,2.0,9.0,17.0
UA,United Air Lines Inc.,6,6,5250,1325.0,168.0,8.0,-4.0,8.0,16.0
UA,United Air Lines Inc.,6,7,6041,1268.0,163.0,13.0,3.0,9.0,18.0
UA,United Air Lines Inc.,7,1,5988,1260.0,162.0,19.0,10.0,9.0,18.0
UA,United Air Lines Inc.,7,2,6419,1260.0,161.0,13.0,3.0,9.0,18.0
UA,United Air Lines Inc.,7,3,6393,1264.0,163.0,16.0,9.0,9.0,19.0
UA,United Air Lines Inc.,7,4,6344,1265.0,163.0,22.0,15.0,9.0,19.0
UA,United Air Lines Inc.,7,5,7915,1266.0,163.0,20.0,12.0,9.0,18.0
UA,United Air Lines Inc.,7,6,6857,1327.0,169.0,16.0,6.0,9.0,16.0
UA,United Air Lines Inc.,7,7,7342,1279.0,164.0,15.0,5.0,9.0,17.0
UA,United Air Lines Inc.,8,1,8106,1229.0,158.0,17.0,9.0,9.0,18.0
UA,United Air Lines Inc.,8,2,8097,1217.0,157.0,10.0,2.0,9.0,18.0
UA,United Air Lines Inc.,8,3,8203,1214.0,156.0,12.0,4.0,9.0,18.0
UA,United Air Lines Inc.,8,4,6532,1227.0,158.0,15.0,9.0,9.0,19.0
UA,United Air Lines Inc.,8,5,6516,1227.0,158.0,17.0,10.0,9.0,18.0
UA,United Air Lines Inc.,8,6,5493,1304.0,167.0,17.0,9.0,9.0,17.0
UA,United Air Lines Inc.,8,7,6317,1241.0,160.0,14.0,6.0,9.0,18.0
UA,United Air Lines Inc.,9,1,6629,1180.0,152.0,6.0,-2.0,9.0,17.0
UA,United Air Lines Inc.,9,2,6462,1176.0,151.0,5.0,-4.0,9.0,17.0
UA,United Air Lines Inc.,9,3,6332,1186.0,153.0,15.0,9.0,10.0,19.0
UA,United Air Lines Inc.,9,4,8298,1175.0,152.0,10.0,3.0,9.0,18.0
UA,United Air Lines Inc.,9,5,8257,1180.0,153.0,9.0,1.0,9.0,17.0
UA,United Air Lines Inc.,9,6,4822,1229.0,158.0,3.0,-6.0,8.0,15.0
UA,United Air Lines Inc.,9,7,5877,1205.0,154.0,7.0,-2.0,9.0,17.0
UA,United Air Lines Inc.,10,1,8376,1152.0,149.0,9.0,-0.0,9.0,16.0
UA,United Air Lines Inc.,10,2,6515,1151.0,149.0,8.0,-1.0,8.0,17.0
UA,United Air Lines Inc.,10,3,6818,1149.0,149.0,6.0,-2.0,9.0,17.0
UA,United Air Lines Inc.,10,4,6840,1147.0,150.0,10.0,5.0,9.0,18.0
UA,United Air Lines Inc.,10,5,6802,1150.0,148.0,14.0,6.0,9.0,18.0
UA,United Air Lines Inc.,10,6,6200,1220.0,156.0,5.0,-6.0,8.0,16.0
UA,United Air Lines Inc.,10,7,7986,1175.0,152.0,12.0,3.0,9.0,17.0
UA,United Air Lines Inc.,11,1,6481,1143.0,149.0,8.0,-3.0,8.0,17.0
UA,United Air Lines Inc.,11,2,7618,1144.0,149.0,7.0,-3.0,8.0,17.0
UA,United Air Lines Inc.,11,3,8134,1138.0,149.0,8.0,-1.0,8.0,17.0
UA,United Air Lines Inc.,11,4,6019,1148.0,148.0,9.0,-2.0,8.0,17.0
UA,United Air Lines Inc.,11,5,6221,1151.0,149.0,7.0,-3.0,8.0,17.0
UA,United Air Lines Inc.,11,6,4976,1239.0,159.0,6.0,-7.0,8.0,16.0
UA,United Air Lines Inc.,11,7,6453,1158.0,150.0,7.0,-4.0,8.0,16.0
UA,United Air Lines Inc.,12,1,6294,1210.0,158.0,15.0,7.0,9.0,17.0
UA,United Air Lines Inc.,12,2,6065,1222.0,160.0,8.0,-0.0,8.0,17.0
UA,United Air Lines Inc.,12,3,6198,1216.0,159.0,11.0,3.0,8.0,17.0
UA,United Air Lines Inc.,12,4,7978,1197.0,157.0,15.0,7.0,9.0,17.0
UA,United Air Lines Inc.,12,5,7857,1230.0,161.0,16.0,8.0,9.0,18.0
UA,United Air Lines Inc.,12,6,5410,1337.0,173.0,21.0,12.0,9.0,17.0
UA,United Air Lines Inc.,12,7,5284,1261.0,164.0,27.0,21.0,10.0,17.0
VX,Virgin America,1,1,722,1418.0,185.0,16.0,11.0,8.0,15.0
VX,Virgin America,1,2,674,1451.0,190.0,14.0,8.0,8.0,14.0
VX,Virgin America,1,3,681,1440.0,187.0,17.0,11.0,8.0,15.0
VX,Virgin America,1,4,738,1418.0,184.0,5.0,-1.0,8.0,14.0
VX,Virgin America,1,5,904,1369.0,179.0,15.0,9.0,9.0,15.0
VX,Virgin America,1,6,647,1415.0,185.0,7.0,-1.0,8.0,13.0
VX,Virgin America,1,7,852,1351.0,176.0,18.0,15.0,9.0,16.0
VX,Virgin America,2,1,887,1405.0,183.0,7.0,1.0,8.0,15.0
VX,Virgin America,2,2,651,1461.0,190.0,6.0,-1.0,8.0,14.0
VX,Virgin America,2,3,671,1434.0,187.0,15.0,10.0,8.0,15.0
VX,Virgin America,2,4,735,1423.0,184.0,5.0,-2.0,8.0,14.0
VX,Virgin America,2,5,766,1380.0,180.0,14.0,10.0,9.0,16.0
VX,Virgin America,2,6,500,1459.0,190.0,3.0,-6.0,8.0,13.0
VX,Virgin America,2,7,684,1362.0,177.0,2.0,-5.0,8.0,13.0
VX,Virgin America,3,1,753,1426.0,187.0,23.0,20.0,8.0,16.0
VX,Virgin America,3,2,887,1450.0,190.0,4.0,-2.0,8.0,13.0
VX,Virgin America,3,3,922,1430.0,186.0,4.0,-1.0,8.0,14.0
VX,Virgin America,3,4,955,1426.0,186.0,17.0,13.0,8.0,15.0
VX,Virgin America,3,5,788,1392.0,183.0,24.0,21.0,9.0,16.0
VX,Virgin America,3,6,538,1457.0,190.0,18.0,11.0,8.0,14.0
VX,Virgin America,3,7,715,1399.0,183.0,21.0,19.0,9.0,16.0
VX,Virgin America,4,1,801,1423.0,184.0,8.0,3.0,9.0,15.0
VX,Virgin America,4,2,763,1461.0,190.0,4.0,-0.0,9.0,15.0
VX,Virgin America,4,3,769,1438.0,187.0,1.0,-4.0,8.0,15.0
VX,Virgin America,4,4,808,1417.0,184.0,9.0,5.0,9.0,16.0
VX,Virgin America,4,5,1010,1410.0,184.0,19.0,17.0,9.0,17.0
VX,Virgin America,4,6,709,1453.0,189.0,11.0,5.0,8.0,14.0
VX,Virgin America,4,7,733,1393.0,181.0,14.0,11.0,10.0,15.0
VX,Virgin America,5,1,980,1437.0,188.0,10.0,6.0,8.0,14.0
VX,Virgin America,5,2,943,1447.0,188.0,8.0,3.0,8.0,15.0
VX,Virgin America,5,3,772,1441.0,187.0,7.0,3.0,8.0,16.0
VX,Virgin America,5,4,808,1422.0,186.0,13.0,10.0,8.0,16.0
VX,Virgin America,5,5,803,1434.0,187.0,33.0,30.0,9.0,16.0
VX,Virgin America,5,6,585,1424.0,185.0,6.0,-1.0,8.0,13.0
VX,Virgin America,5,7,904,1434.0,186.0,5.0,0.0,8.0,14.0
VX,Virgin America,6,1,812,1456.0,187.0,12.0,10.0,10.0,16.0
VX,Virgin America,6,2,802,1474.0,191.0,10.0,9.0,9.0,17.0
VX,Virgin America,6,3,983,1469.0,189.0,8.0,6.0,9.0,16.0
VX,Virgin America,6,4,1013,1464.0,189.0,16.0,17.0,9.0,18.0
VX,Virgin America,6,5,811,1440.0,185.0,11.0,8.0,9.0,16.0
VX,Virgin America,6,6,666,1510.0,192.0,9.0,3.0,9.0,15.0
VX,Virgin America,6,7,746,1470.0,187.0,15.0,13.0,10.0,17.0
VX,Virgin America,7,1,818,1459.0,187.0,12.0,10.0,9.0,16.0
VX,Virgin America,7,2,804,1501.0,191.0,6.0,3.0,9.0,16.0
VX,Virgin America,7,3,802,1481.0,190.0,7.0,5.0,9.0,16.0
VX,Virgin America,7,4,827,1467.0,189.0,14.0,12.0,9.0,17.0
VX,Virgin America,7,5,1035,1458.0,188.0,19.0,19.0,10.0,16.0
VX,Virgin America,7,6,829,1522.0,195.0,10.0,6.0,9.0,15.0
